"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 13, 2020","71.29","71.95","74.25","71.05","1.95M","0.34%"
"Aug 12, 2020","71.05","69.71","71.79","69.00","1.73M","1.24%"
"Aug 11, 2020","70.18","72.00","72.35","69.70","5.25M","-3.25%"
"Aug 10, 2020","72.54","70.00","73.01","69.60","1.62M","2.60%"
"Aug 07, 2020","70.70","71.25","71.42","70.18","2.63M","-0.79%"
"Aug 06, 2020","71.26","71.40","72.40","70.72","1.09M","0.37%"
"Aug 05, 2020","71.00","70.13","71.32","69.66","1.09M","0.28%"
"Aug 04, 2020","70.80","68.50","71.52","67.91","2.13M","6.47%"
"Aug 03, 2020","66.50","68.50","68.72","65.53","2.18M","-2.98%"
"Jul 31, 2020","68.54","69.45","70.14","68.13","1.31M","-0.41%"
"Jul 30, 2020","68.82","68.41","70.28","68.22","1.49M","1.55%"
"Jul 29, 2020","67.77","68.03","68.32","66.78","1.60M","-1.17%"
"Jul 28, 2020","68.57","71.43","71.62","68.51","1.51M","-2.42%"
"Jul 27, 2020","70.27","69.23","71.84","68.70","1.63M","0.66%"
"Jul 24, 2020","69.81","70.61","70.94","69.26","1.85M","-3.04%"
"Jul 23, 2020","72.00","71.76","73.27","71.14","1.51M","-0.69%"
"Jul 22, 2020","72.50","74.34","75.00","71.75","1.72M","-3.40%"
"Jul 21, 2020","75.05","71.47","75.65","71.32","2.87M","8.00%"
"Jul 20, 2020","69.49","67.37","69.77","67.37","2.16M","3.15%"
"Jul 17, 2020","67.37","67.25","69.06","66.16","2.70M","-0.10%"
"Jul 16, 2020","67.44","69.50","69.59","67.21","2.63M","-1.06%"
"Jul 15, 2020","68.16","69.01","70.49","67.66","3.36M","2.42%"
"Jul 14, 2020","66.55","68.80","69.89","65.55","3.46M","-7.23%"
"Jul 13, 2020","71.74","74.21","75.00","69.07","3.33M","-0.79%"
"Jul 10, 2020","72.31","73.51","76.62","72.01","3.56M","-1.62%"
"Jul 09, 2020","73.50","68.00","75.26","66.91","5.27M","11.36%"
"Jul 08, 2020","66.00","66.50","67.50","65.31","8.08M","-2.94%"
"Jul 06, 2020","68.00","67.70","68.80","67.55","1.41M","0.74%"
"Jul 03, 2020","67.50","68.27","70.00","66.58","2.56M","-0.97%"
"Jul 02, 2020","68.16","64.20","68.62","63.91","2.82M","9.51%"
"Jul 01, 2020","62.24","60.49","63.90","59.66","2.56M","2.05%"
"Jun 30, 2020","60.99","58.27","61.30","57.44","3.26M","7.19%"
"Jun 29, 2020","56.90","55.44","58.00","55.30","1.56M","-0.18%"
"Jun 26, 2020","57.00","58.30","58.86","56.29","2.30M","0.14%"
"Jun 25, 2020","56.92","57.86","58.79","56.01","2.86M","-4.14%"
"Jun 24, 2020","59.38","60.06","62.33","59.33","2.64M","0.35%"
"Jun 23, 2020","59.17","58.18","59.60","56.85","1.91M","2.12%"
"Jun 22, 2020","57.94","57.71","58.79","56.74","1.45M","-1.28%"
"Jun 19, 2020","58.69","58.00","58.99","56.95","4.30M","1.47%"
"Jun 18, 2020","57.84","58.43","59.64","57.65","2.42M","0.19%"
"Jun 17, 2020","57.73","57.00","58.46","56.35","2.77M","2.14%"
"Jun 16, 2020","56.52","53.71","57.07","53.60","3.61M","10.48%"
"Jun 15, 2020","51.16","52.00","54.63","51.04","3.11M","-1.35%"
"Jun 12, 2020","51.86","49.00","52.65","47.09","4.25M","-0.46%"
"Jun 11, 2020","52.10","52.60","53.64","51.84","2.72M","-4.44%"
"Jun 10, 2020","54.52","50.69","54.85","50.56","3.58M","7.53%"
"Jun 09, 2020","50.70","51.25","51.58","50.39","2.95M","0.18%"
"Jun 05, 2020","50.61","51.99","52.41","50.15","2.86M","-3.05%"
"Jun 04, 2020","52.20","53.50","53.81","51.92","3.45M","-0.11%"
"Jun 03, 2020","52.26","50.12","52.29","50.02","2.92M","5.53%"
"Jun 02, 2020","49.52","48.22","49.52","48.02","3.45M","3.71%"
"Jun 01, 2020","47.75","46.53","48.10","46.53","2.73M","0.72%"
"May 29, 2020","47.41","46.85","47.57","46.15","24.44M","2.86%"
"May 28, 2020","46.09","46.50","46.90","45.38","3.54M","1.86%"
"May 27, 2020","45.25","48.48","48.60","44.87","5.80M","-7.86%"
"May 26, 2020","49.11","49.00","50.01","48.52","3.64M","1.26%"
"May 25, 2020","48.50","45.02","49.00","45.02","3.37M","8.96%"
"May 22, 2020","44.51","44.25","45.04","44.11","2.56M","1.16%"
"May 21, 2020","44.00","44.20","45.17","43.68","3.32M","2.59%"
"May 20, 2020","42.89","41.75","43.40","41.68","2.14M","2.12%"
"May 19, 2020","42.00","43.10","43.33","41.71","2.35M","-0.73%"
"May 18, 2020","42.31","42.36","42.60","41.50","1.92M","2.69%"
"May 15, 2020","41.20","42.40","42.67","40.76","2.90M","-1.08%"
"May 14, 2020","41.65","41.96","43.60","41.53","2.50M","-4.16%"
"May 13, 2020","43.46","40.49","43.50","39.70","4.68M","4.27%"
"May 12, 2020","41.68","42.50","43.18","40.70","3.85M","-1.16%"
"May 11, 2020","42.17","39.90","43.68","39.84","3.68M","5.74%"
"May 08, 2020","39.88","39.28","40.00","39.13","2.77M","0.96%"
"May 07, 2020","39.50","39.21","39.73","38.52","2.36M","-0.75%"
"May 06, 2020","39.80","38.51","39.95","38.51","2.88M","4.24%"
"May 05, 2020","38.18","36.90","38.18","36.48","4.14M","5.76%"
"May 04, 2020","36.10","38.00","39.59","32.50","10.34M","23.80%"
"May 01, 2020","29.16","29.75","30.31","28.80","4.39M","-6.54%"
"Apr 30, 2020","31.20","28.89","31.45","28.76","5.93M","10.83%"
"Apr 29, 2020","28.15","28.38","28.43","27.72","3.61M","-0.57%"
"Apr 28, 2020","28.31","27.99","28.50","27.90","2.12M","2.02%"
"Apr 27, 2020","27.75","27.30","27.98","26.95","2.49M","2.74%"
"Apr 24, 2020","27.01","27.00","27.58","26.85","2.36M","-0.52%"
"Apr 23, 2020","27.15","27.25","27.65","26.60","3.44M","2.18%"
"Apr 22, 2020","26.57","26.50","27.13","25.67","4.61M","-2.75%"
"Apr 21, 2020","27.32","28.45","29.03","27.19","4.54M","-5.79%"
"Apr 20, 2020","29.00","28.80","29.63","28.08","4.02M","0.00%"
"Apr 17, 2020","29.00","28.60","30.36","28.60","5.88M","6.30%"
"Apr 16, 2020","27.28","26.20","27.47","25.90","5.00M","-2.15%"
"Apr 15, 2020","27.88","28.00","28.20","26.25","7.04M","-1.83%"
"Apr 14, 2020","28.40","24.10","28.44","23.72","7.79M","29.09%"
"Apr 09, 2020","22.00","20.80","22.10","20.40","4.00M","10.66%"
"Apr 08, 2020","19.88","20.58","20.72","19.67","4.82M","-5.60%"
"Apr 07, 2020","21.06","21.00","21.89","20.80","5.01M","4.67%"
"Apr 06, 2020","20.12","20.00","20.42","19.67","7.44M","2.92%"
"Apr 03, 2020","19.55","20.75","21.13","19.41","6.12M","-2.98%"
"Apr 02, 2020","20.15","19.85","21.70","19.71","5.92M","-2.47%"
"Apr 01, 2020","20.66","19.85","20.66","19.43","7.55M","9.89%"
"Mar 31, 2020","18.80","20.55","20.75","17.94","8.43M","2.17%"
"Mar 30, 2020","18.40","18.00","19.38","17.02","7.37M","-3.66%"
"Mar 27, 2020","19.10","22.15","23.88","17.13","16.89M","-1.60%"
"Mar 26, 2020","19.41","15.49","20.13","14.95","14.41M","29.40%"
"Mar 25, 2020","15.00","15.00","16.58","13.58","13.24M","33.81%"
"Mar 24, 2020","11.21","9.87","12.19","9.05","11.62M","25.96%"
"Mar 23, 2020","8.90","9.96","10.40","8.01","18.88M","-28.46%"
"Mar 20, 2020","12.44","10.97","16.00","10.90","19.17M","25.66%"
"Mar 19, 2020","9.90","12.90","13.09","9.57","17.92M","-22.41%"
"Mar 18, 2020","12.76","18.40","18.73","11.92","14.68M","-33.05%"
"Mar 17, 2020","19.06","18.00","20.45","17.89","11.21M","-4.32%"
"Mar 16, 2020","19.92","21.50","22.24","19.92","7.42M","-14.29%"
"Mar 13, 2020","23.24","21.00","24.16","20.40","10.08M","-2.68%"
"Mar 12, 2020","23.88","26.27","27.10","20.88","11.01M","-11.65%"
"Mar 11, 2020","27.03","29.95","30.47","27.03","4.96M","-8.62%"
"Mar 10, 2020","29.58","26.30","30.11","26.23","6.02M","7.06%"
"Mar 09, 2020","27.63","31.14","32.28","26.70","6.58M","-16.12%"
"Mar 06, 2020","32.94","33.54","34.11","32.85","1.86M","-4.16%"
"Mar 05, 2020","34.37","34.31","34.68","33.69","3.07M","3.56%"
"Mar 04, 2020","33.19","33.50","34.38","33.19","2.25M","-4.24%"
"Mar 03, 2020","34.66","34.00","35.35","33.99","4.15M","6.19%"
"Mar 02, 2020","32.64","32.18","33.35","31.30","4.43M","-1.60%"
"Feb 28, 2020","33.17","34.00","34.24","32.08","8.77M","-9.05%"
"Feb 27, 2020","36.47","34.50","38.35","33.47","4.29M","1.39%"
"Feb 26, 2020","35.97","35.73","36.40","35.20","2.87M","-2.86%"
"Feb 25, 2020","37.03","35.00","37.69","34.50","3.89M","0.16%"
"Feb 24, 2020","36.97","38.05","38.61","36.95","1.66M","-5.18%"
"Feb 21, 2020","38.99","39.28","39.70","38.35","1.60M","-0.69%"
"Feb 20, 2020","39.26","41.00","41.14","38.88","2.19M","-3.06%"
"Feb 19, 2020","40.50","39.85","40.61","39.31","1.37M","1.58%"
"Feb 18, 2020","39.87","39.55","39.96","38.81","1.51M","0.89%"
"Feb 17, 2020","39.52","38.71","39.87","38.63","3.13M","2.36%"
"Feb 14, 2020","38.61","38.50","38.95","38.05","1.74M","0.13%"
"Feb 13, 2020","38.56","38.55","39.12","38.49","1.01M","-0.13%"
"Feb 12, 2020","38.61","39.07","39.27","38.48","1.62M","-1.98%"
"Feb 11, 2020","39.39","38.75","39.43","38.55","1.17M","2.26%"
"Feb 10, 2020","38.52","39.33","39.75","38.36","1.65M","-2.33%"
"Feb 07, 2020","39.44","38.88","39.64","38.46","2.05M","1.15%"
"Feb 06, 2020","38.99","39.70","39.86","38.15","2.87M","-0.54%"
"Feb 05, 2020","39.20","40.15","40.73","38.60","2.35M","-1.71%"
"Feb 04, 2020","39.88","38.50","39.98","38.39","2.09M","4.78%"
"Feb 03, 2020","38.06","37.57","38.30","37.15","1.71M","-1.27%"
"Jan 31, 2020","38.55","37.98","38.69","37.90","2.16M","1.98%"
"Jan 30, 2020","37.80","37.94","38.36","37.47","1.91M","-0.50%"
"Jan 29, 2020","37.99","36.85","38.06","36.83","1.89M","3.51%"
"Jan 28, 2020","36.70","34.80","36.98","34.50","2.70M","-0.81%"
"Jan 24, 2020","37.00","36.42","37.15","36.25","1.72M","2.44%"
"Jan 23, 2020","36.12","34.83","36.18","34.41","1.86M","3.73%"
"Jan 22, 2020","34.82","34.59","35.18","34.45","2.32M","1.43%"
"Jan 21, 2020","34.33","34.19","34.35","33.71","1.36M","0.97%"
"Jan 20, 2020","34.00","33.47","34.19","33.45","1.55M","2.35%"
"Jan 17, 2020","33.22","33.45","33.79","33.02","1.56M","-0.06%"
"Jan 16, 2020","33.24","33.20","33.43","32.96","791.12K","1.34%"
"Jan 15, 2020","32.80","33.40","33.52","32.75","1.04M","-1.20%"
"Jan 14, 2020","33.20","32.93","33.94","32.80","1.65M","2.06%"
"Jan 13, 2020","32.53","31.00","32.74","30.66","2.14M","4.50%"
"Jan 10, 2020","31.13","30.96","31.34","30.47","1.40M","1.83%"
"Jan 09, 2020","30.57","30.68","31.15","30.47","1.16M","1.63%"
"Jan 08, 2020","30.08","30.42","30.50","29.22","1.40M","-1.09%"
"Jan 07, 2020","30.41","30.26","30.54","29.93","923.61K","1.40%"
"Jan 06, 2020","29.99","30.00","30.14","29.49","976.33K","-0.93%"
"Jan 03, 2020","30.27","30.98","31.17","30.18","1.31M","-1.18%"
"Jan 02, 2020","30.63","29.28","30.71","29.28","1.26M","4.61%"
"Dec 31, 2019","29.28","29.75","29.99","29.04","2.10M","-2.76%"
"Dec 30, 2019","30.11","30.70","30.85","29.90","794.92K","-1.54%"
"Dec 27, 2019","30.58","29.60","30.71","29.48","880.50K","4.73%"
"Dec 24, 2019","29.20","29.50","29.76","29.05","568.10K","-0.95%"
"Dec 23, 2019","29.48","29.30","29.74","28.74","1.09M","0.72%"
"Dec 20, 2019","29.27","29.00","29.42","28.62","1.42M","1.70%"
"Dec 19, 2019","28.78","29.42","29.80","28.69","1.42M","-1.10%"
"Dec 18, 2019","29.10","28.75","29.54","28.58","1.00M","1.08%"
"Dec 17, 2019","28.79","29.50","30.06","28.70","905.54K","-1.61%"
"Dec 16, 2019","29.26","28.57","29.50","28.39","978.33K","1.95%"
"Dec 13, 2019","28.70","28.88","29.15","28.35","875.48K","-0.59%"
"Dec 12, 2019","28.87","29.46","29.49","28.71","855.08K","-2.04%"
"Dec 11, 2019","29.47","30.03","30.09","29.21","869.89K","-1.37%"
"Dec 10, 2019","29.88","29.59","30.08","29.00","925.72K","0.00%"
"Dec 09, 2019","29.88","30.00","30.30","29.35","1.30M","-0.07%"
"Dec 06, 2019","29.90","29.90","29.97","28.93","1.36M","0.50%"
"Dec 05, 2019","29.75","29.70","31.86","29.58","2.21M","2.30%"
"Dec 04, 2019","29.08","29.80","30.02","28.78","1.98M","-4.56%"
"Dec 03, 2019","30.47","30.60","30.70","30.11","1.34M","-2.25%"
"Dec 02, 2019","31.17","31.64","31.71","30.56","1.59M","-1.36%"
"Nov 29, 2019","31.60","32.32","33.13","31.57","1.95M","-2.74%"
"Nov 28, 2019","32.49","32.24","32.70","32.14","1.20M","1.28%"
"Nov 27, 2019","32.08","32.20","32.30","31.22","1.19M","-0.34%"
"Nov 26, 2019","32.19","33.40","33.47","32.05","1.59M","-1.38%"
"Nov 25, 2019","32.64","32.26","34.05","31.85","2.45M","7.05%"
"Nov 22, 2019","30.49","30.85","31.28","30.38","851.15K","0.30%"
"Nov 21, 2019","30.40","31.32","31.45","30.22","1.33M","-3.49%"
"Nov 20, 2019","31.50","31.27","31.78","30.76","1.28M","0.51%"
"Nov 19, 2019","31.34","32.30","32.40","30.88","2.34M","-2.82%"
"Nov 18, 2019","32.25","33.10","33.43","31.70","2.19M","-2.01%"
"Nov 15, 2019","32.91","31.79","33.28","31.50","2.54M","4.24%"
"Nov 14, 2019","31.57","30.15","31.98","30.14","5.27M","7.49%"
"Nov 13, 2019","29.37","31.10","31.98","27.81","4.94M","0.62%"
"Nov 12, 2019","29.19","29.03","29.79","28.76","2.72M","3.51%"
"Nov 11, 2019","28.20","28.06","28.57","27.84","3.16M","4.56%"
"Nov 08, 2019","26.97","26.73","27.39","26.35","2.05M","2.78%"
"Nov 07, 2019","26.24","26.25","26.73","25.73","2.28M","1.16%"
"Nov 06, 2019","25.94","27.10","27.13","25.83","2.00M","-4.39%"
"Nov 05, 2019","27.13","27.26","27.76","26.74","1.42M","-0.91%"
"Nov 04, 2019","27.38","27.80","27.95","27.01","1.75M","-0.26%"
"Nov 01, 2019","27.45","28.52","28.53","27.15","2.09M","-4.89%"
"Oct 31, 2019","28.86","28.50","29.05","28.28","1.21M","2.20%"
"Oct 30, 2019","28.24","29.22","29.41","28.08","1.24M","-2.96%"
"Oct 29, 2019","29.10","28.73","29.25","28.30","1.29M","1.57%"
"Oct 28, 2019","28.65","29.60","29.77","28.53","1.81M","-2.22%"
"Oct 25, 2019","29.30","29.50","30.17","29.30","2.05M","1.00%"
"Oct 24, 2019","29.01","30.50","30.73","28.68","3.45M","-2.59%"
"Oct 23, 2019","29.78","29.44","30.23","29.13","2.58M","1.95%"
"Oct 22, 2019","29.21","28.70","29.53","28.64","3.21M","1.92%"
"Oct 21, 2019","28.66","27.99","29.30","27.25","5.08M","-3.34%"
"Oct 18, 2019","29.65","31.33","31.62","29.21","6.08M","-7.29%"
"Oct 17, 2019","31.98","33.89","33.98","31.64","7.01M","-5.72%"
"Oct 16, 2019","33.92","36.09","36.10","33.50","4.85M","-7.22%"
"Oct 15, 2019","36.56","37.00","37.41","36.40","1.65M","1.27%"
"Oct 14, 2019","36.10","35.99","36.34","35.83","1.95M","2.79%"
"Oct 11, 2019","35.12","35.25","35.71","34.97","1.52M","0.14%"
"Oct 10, 2019","35.07","34.92","35.54","34.88","1.90M","0.54%"
"Oct 09, 2019","34.88","33.70","35.02","33.38","3.63M","0.66%"
"Oct 08, 2019","34.65","34.68","34.82","33.43","1.83M","-0.77%"
"Oct 07, 2019","34.92","34.50","35.28","34.38","1.22M","2.25%"
"Oct 04, 2019","34.15","34.60","34.80","34.06","1.71M","-0.41%"
"Oct 03, 2019","34.29","34.36","34.48","33.37","2.68M","-3.03%"
"Oct 02, 2019","35.36","34.55","35.98","34.55","1.60M","0.20%"
"Oct 01, 2019","35.29","35.86","35.87","34.75","2.01M","-1.62%"
"Sep 30, 2019","35.87","36.57","36.90","35.67","1.55M","-1.91%"
"Sep 27, 2019","36.57","35.80","36.62","35.69","2.30M","2.96%"
"Sep 26, 2019","35.52","36.34","37.12","35.26","2.31M","-1.33%"
"Sep 25, 2019","36.00","33.35","36.65","32.81","4.21M","13.31%"
"Sep 24, 2019","31.77","32.23","32.51","31.55","2.14M","-1.43%"
"Sep 23, 2019","32.23","33.49","33.49","31.72","2.09M","-2.48%"
"Sep 20, 2019","33.05","33.02","33.63","32.90","4.55M","0.79%"
"Sep 19, 2019","32.79","32.40","32.99","32.31","1.65M","1.58%"
"Sep 18, 2019","32.28","31.88","32.78","31.75","1.72M","2.22%"
"Sep 17, 2019","31.58","31.98","32.22","31.26","2.88M","-1.31%"
"Sep 16, 2019","32.00","31.60","32.66","31.60","2.61M","0.19%"
"Sep 13, 2019","31.94","32.29","32.60","31.77","1.29M","0.44%"
"Sep 12, 2019","31.80","32.58","33.19","31.62","3.82M","-0.93%"
"Sep 11, 2019","32.10","31.98","32.23","31.08","3.05M","-1.14%"
"Sep 10, 2019","32.47","33.25","33.34","32.20","2.33M","-4.13%"
"Sep 09, 2019","33.87","34.13","34.28","33.03","2.15M","-0.03%"
"Sep 06, 2019","33.88","33.28","33.91","33.11","2.35M","4.05%"
"Sep 05, 2019","32.56","32.03","33.07","32.03","2.82M","2.36%"
"Sep 04, 2019","31.81","31.38","32.05","30.86","2.52M","-0.38%"
"Sep 03, 2019","31.93","31.00","32.13","30.87","1.42M","1.75%"
"Sep 02, 2019","31.38","30.90","31.46","30.53","1.95M","1.29%"
"Aug 30, 2019","30.98","29.87","31.07","29.72","4.02M","4.59%"
"Aug 29, 2019","29.62","28.61","29.68","27.52","3.93M","4.74%"
"Aug 28, 2019","28.28","26.30","28.28","25.90","6.11M","9.32%"
"Aug 27, 2019","25.87","24.65","26.00","24.52","2.82M","7.79%"
"Aug 26, 2019","24.00","23.30","24.23","23.26","1.44M","-2.20%"
"Aug 23, 2019","24.54","24.80","24.93","24.24","1.03M","-0.61%"
"Aug 22, 2019","24.69","24.57","24.92","24.21","2.53M","2.62%"
"Aug 21, 2019","24.06","24.51","24.79","23.92","1.99M","-3.84%"
"Aug 20, 2019","25.02","24.71","25.18","24.43","3.46M","3.09%"
"Aug 19, 2019","24.27","23.76","24.29","23.71","1.69M","4.34%"
"Aug 16, 2019","23.26","23.02","23.94","23.02","2.59M","1.75%"
"Aug 15, 2019","22.86","23.13","23.70","22.78","2.94M","-7.26%"
"Aug 14, 2019","24.65","23.99","24.69","23.86","1.82M","4.67%"
"Aug 13, 2019","23.55","23.39","23.71","23.34","1.92M","-0.72%"
"Aug 12, 2019","23.72","23.68","24.08","23.43","2.30M","-1.86%"
"Aug 09, 2019","24.17","24.40","24.90","23.35","3.44M","6.10%"
"Aug 08, 2019","22.78","22.50","23.08","22.15","1.85M","1.33%"
"Aug 07, 2019","22.48","23.00","23.45","22.40","3.03M","0.63%"
"Aug 06, 2019","22.34","21.50","22.92","21.20","5.10M","-4.94%"
"Aug 05, 2019","23.50","25.65","25.87","23.41","2.07M","-7.81%"
"Aug 02, 2019","25.49","26.43","26.74","25.49","1.22M","-3.96%"
"Aug 01, 2019","26.54","26.55","27.14","25.86","920.16K","-0.75%"
"Jul 31, 2019","26.74","26.49","27.08","26.45","1.15M","0.49%"
"Jul 30, 2019","26.61","27.30","27.50","26.46","1.79M","-2.10%"
"Jul 29, 2019","27.18","26.47","27.22","26.42","2.04M","3.98%"
"Jul 26, 2019","26.14","25.70","26.30","25.21","2.20M","0.81%"
"Jul 25, 2019","25.93","25.55","25.98","25.06","1.36M","2.45%"
"Jul 24, 2019","25.31","24.94","25.70","24.83","1.80M","2.55%"
"Jul 23, 2019","24.68","23.67","24.72","23.65","1.22M","4.27%"
"Jul 22, 2019","23.67","24.10","24.60","23.62","1.10M","-1.46%"
"Jul 19, 2019","24.02","23.41","24.30","23.40","1.64M","2.13%"
"Jul 18, 2019","23.52","23.82","24.12","23.48","1.08M","-1.22%"
"Jul 17, 2019","23.81","23.55","24.27","23.30","1.08M","0.93%"
"Jul 16, 2019","23.59","24.00","24.39","23.51","1.09M","-0.84%"
"Jul 15, 2019","23.79","24.38","24.50","23.62","1.98M","-2.82%"
"Jul 12, 2019","24.48","25.53","25.61","24.29","2.01M","-3.96%"
"Jul 11, 2019","25.49","25.59","25.94","25.07","1.23M","-0.39%"
"Jul 10, 2019","25.59","25.77","26.38","25.38","2.13M","-0.39%"
"Jul 09, 2019","25.69","26.45","26.76","25.60","2.11M","-4.85%"
"Jul 08, 2019","27.00","26.60","27.39","26.25","1.26M","0.60%"
"Jul 05, 2019","26.84","27.00","27.24","26.10","2.14M","-0.59%"
"Jul 04, 2019","27.00","26.45","27.47","26.23","2.21M","2.31%"
"Jul 03, 2019","26.39","26.35","26.90","25.88","2.15M","1.15%"
"Jul 02, 2019","26.09","24.60","26.44","24.59","3.41M","6.93%"
"Jul 01, 2019","24.40","22.52","24.68","22.50","7.91M","-2.67%"
"Jun 28, 2019","25.07","27.99","28.76","23.95","6.15M","-9.92%"
"Jun 27, 2019","27.83","27.00","27.90","26.68","3.25M","2.54%"
"Jun 26, 2019","27.14","25.87","27.39","25.73","4.31M","5.52%"
"Jun 25, 2019","25.72","24.52","25.72","24.39","3.36M","3.79%"
"Jun 24, 2019","24.78","23.50","24.80","23.40","2.75M","3.90%"
"Jun 21, 2019","23.85","23.74","24.15","23.10","5.71M","1.53%"
"Jun 20, 2019","23.49","22.35","23.49","22.30","2.32M","6.48%"
"Jun 19, 2019","22.06","22.36","22.65","21.71","3.05M","3.71%"
"Jun 18, 2019","21.27","20.20","21.84","20.02","4.09M","4.93%"
"Jun 17, 2019","20.27","21.01","21.29","19.98","4.56M","-6.11%"
"Jun 14, 2019","21.59","22.79","23.10","20.96","5.40M","-4.26%"
"Jun 13, 2019","22.55","23.98","24.80","21.93","7.69M","-12.05%"
"Jun 12, 2019","25.64","24.60","26.49","24.40","6.52M","6.08%"
"Jun 07, 2019","24.17","23.50","24.37","22.95","2.48M","3.07%"
"Jun 06, 2019","23.45","25.01","25.20","22.96","3.68M","-1.88%"
"Jun 05, 2019","23.90","23.03","24.57","22.95","2.43M","7.08%"
"Jun 04, 2019","22.32","22.75","23.05","22.27","1.95M","-3.71%"
"Jun 03, 2019","23.18","23.68","23.91","22.89","1.77M","-4.02%"
"May 31, 2019","24.15","23.97","24.49","23.33","1.08M","0.46%"
"May 30, 2019","24.04","24.61","24.94","24.00","1.13M","-4.03%"
"May 29, 2019","25.05","24.53","25.18","24.52","830.63K","0.48%"
"May 28, 2019","24.93","24.06","24.93","24.06","2.23M","4.18%"
"May 27, 2019","23.93","23.99","24.39","23.75","785.63K","-0.21%"
"May 24, 2019","23.98","24.66","24.73","23.86","1.10M","-4.39%"
"May 23, 2019","25.08","24.23","25.22","24.23","1.06M","2.87%"
"May 22, 2019","24.38","24.72","24.98","24.08","1.59M","-1.30%"
"May 21, 2019","24.70","25.69","25.80","24.60","2.76M","-4.89%"
"May 20, 2019","25.97","26.40","26.50","25.42","902.99K","1.45%"
"May 17, 2019","25.60","25.85","26.73","25.50","1.71M","0.55%"
"May 16, 2019","25.46","26.08","26.46","24.96","1.98M","-2.60%"
"May 15, 2019","26.14","26.35","26.82","26.04","1.01M","0.54%"
"May 14, 2019","26.00","25.15","26.09","24.69","1.60M","-0.65%"
"May 13, 2019","26.17","26.00","26.45","25.58","911.57K","-0.15%"
"May 10, 2019","26.21","26.50","26.75","25.70","1.42M","-0.83%"
"May 09, 2019","26.43","26.95","27.50","26.12","1.81M","-0.49%"
"May 08, 2019","26.56","27.80","27.88","26.51","2.70M","-6.68%"
"May 07, 2019","28.46","28.00","28.70","27.90","1.73M","3.49%"
"May 06, 2019","27.50","27.30","27.63","26.15","1.86M","-0.54%"
"May 03, 2019","27.65","27.75","28.25","27.13","2.21M","2.94%"
"May 02, 2019","26.86","27.40","28.20","26.38","2.20M","-1.61%"
"May 01, 2019","27.30","25.90","27.48","25.80","2.63M","6.68%"
"Apr 30, 2019","25.59","25.50","25.70","25.30","1.48M","2.69%"
"Apr 29, 2019","24.92","23.86","25.04","23.85","1.47M","4.62%"
"Apr 26, 2019","23.82","24.00","24.50","23.51","1.27M","0.29%"
"Apr 24, 2019","23.75","23.38","23.84","22.94","2.03M","3.58%"
"Apr 23, 2019","22.93","22.86","23.45","22.70","1.55M","0.53%"
"Apr 18, 2019","22.81","22.99","23.10","22.40","2.26M","-2.27%"
"Apr 17, 2019","23.34","24.85","24.98","23.34","2.56M","-5.89%"
"Apr 16, 2019","24.80","24.78","25.15","24.34","2.12M","-0.76%"
"Apr 15, 2019","24.99","25.46","25.58","24.23","1.86M","-1.23%"
"Apr 12, 2019","25.30","25.75","25.85","25.21","1.82M","-0.98%"
"Apr 11, 2019","25.55","25.21","25.59","24.98","1.64M","2.08%"
"Apr 10, 2019","25.03","24.80","25.35","24.71","2.43M","1.50%"
"Apr 09, 2019","24.66","24.41","24.89","24.11","1.83M","1.77%"
"Apr 08, 2019","24.23","24.80","25.17","24.02","2.26M","-0.70%"
"Apr 05, 2019","24.40","23.70","24.72","23.65","2.53M","3.83%"
"Apr 04, 2019","23.50","23.30","23.65","23.16","1.15M","0.82%"
"Apr 03, 2019","23.31","23.70","24.13","23.05","1.79M","-0.38%"
"Apr 02, 2019","23.40","23.00","23.67","22.90","2.83M","4.51%"
"Apr 01, 2019","22.39","21.21","22.59","21.21","2.84M","6.87%"
"Mar 29, 2019","20.95","20.50","21.04","20.50","1.86M","2.60%"
"Mar 28, 2019","20.42","19.95","20.64","19.71","1.19M","2.25%"
"Mar 27, 2019","19.97","19.62","20.08","19.61","1.17M","1.89%"
"Mar 26, 2019","19.60","19.46","19.75","19.28","1.09M","0.26%"
"Mar 25, 2019","19.55","20.15","20.20","19.45","2.27M","-5.33%"
"Mar 22, 2019","20.65","20.72","21.00","20.58","896.12K","0.73%"
"Mar 21, 2019","20.50","20.61","21.00","20.38","1.14M","-1.25%"
"Mar 20, 2019","20.76","20.45","20.96","20.25","1.30M","0.63%"
"Mar 19, 2019","20.63","20.77","20.80","20.19","1.40M","0.15%"
"Mar 18, 2019","20.60","20.76","21.08","20.28","1.71M","0.24%"
"Mar 15, 2019","20.55","20.90","21.10","20.34","2.17M","-1.20%"
"Mar 14, 2019","20.80","20.61","20.84","20.10","1.48M","3.17%"
"Mar 13, 2019","20.16","20.70","20.81","20.01","1.58M","-2.84%"
"Mar 12, 2019","20.75","20.54","20.96","20.35","2.44M","2.67%"
"Mar 11, 2019","20.21","19.65","20.45","19.60","2.27M","2.95%"
"Mar 08, 2019","19.63","19.00","19.82","18.62","3.00M","2.99%"
"Mar 07, 2019","19.06","19.38","19.84","18.96","2.62M","-2.46%"
"Mar 06, 2019","19.54","20.10","20.13","19.45","2.29M","-1.81%"
"Mar 05, 2019","19.90","19.90","20.63","19.63","2.40M","-0.45%"
